,player_id,game_id,team_id,timeOnIce_x,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,shortHandedTimeOnIce,powerPlayTimeOnIce,timeOnIce_y,firstName,lastName,nationality,primaryPosition,birthDate,height_cm,weight,shootsCatches
146,8474573,1.37293E+11,136,68946,29,14,94,20,2,7,10,128,256,38,54,1,0,48,-12,55748,5860,7338,68,Josh,Bailey,CAN,RW,10/2/89 1:00,185.42,203,L
147,8474574,1.37293E+11,1564,87751,15,6,134,99,1,6,49,0,0,42,41,1,0,108,-7,75788,6595,5368,68,Tyler,Myers,CAN,D,2/1/90 0:00,203.2,229,R
148,8474578,1.13065E+11,1568,82397,34,6,120,26,1,12,16,0,0,52,68,1,0,74,-15,63650,8654,10093,56,Erik,Karlsson,SWE,D,5/31/90 1:00,182.88,191,R
149,8474579,88836903362,2288,47355,8,2,49,91,0,0,37,0,0,4,26,0,0,71,1,42096,5185,74,44,Luca,Sbisa,CHE,D,1/30/90 0:00,187.96,209,L
150,8474581,1.37293E+11,816,67973,20,4,87,43,1,10,30,0,0,32,39,0,0,42,-24,60493,172,7308,68,Jake,Gardiner,USA,D,7/4/90 1:00,187.96,200,L
151,8474584,98932007720,1176,55033,13,2,57,101,0,1,14,0,0,9,33,0,0,55,5,48600,4106,2327,49,Michael,Del Zotto,CAN,D,6/24/90 1:00,182.88,195,L
152,8474586,1.17103E+11,116,61985,24,16,136,37,4,7,12,3,9,34,37,0,0,39,1,52920,36,9029,58,Jordan,Eberle,CAN,C,5/15/90 1:00,180.34,187,R
153,8474589,1.41331E+11,747,61776,21,16,159,96,5,5,20,7,15,26,19,0,0,26,-6,52652,104,9020,70,Tyler,Ennis,CAN,LW,10/6/89 1:00,175.26,161,L
154,8474590,1.39312E+11,1035,101954,60,15,189,55,2,24,26,0,1,42,80,0,0,108,12,79135,6156,16663,69,John,Carlson,USA,D,1/10/90 0:00,190.5,218,R
155,8474597,52494536734,250,23693,1,1,18,45,0,0,8,0,0,3,21,0,0,24,-3,21284,2361,48,26,Cody,Goloubef,CAN,D,11/30/89 0:00,185.42,200,R
156,8474600,1.39312E+11,1242,106725,49,16,260,52,4,19,41,0,0,34,68,0,0,108,22,84845,8311,13569,69,Roman,Josi,CHE,D,6/1/90 1:00,185.42,201,L
157,8474602,92874944159,230,54855,9,3,86,36,0,6,6,0,0,6,18,0,0,50,-13,46837,443,7575,46,Justin,Schultz,CAN,D,7/6/90 1:00,187.96,193,R
158,8474604,48456491618,1272,18050,1,0,11,17,0,0,0,0,0,1,8,0,0,20,1,17755,241,54,24,Aaron,Ness,USA,D,5/18/90 1:00,177.8,184,L
159,8474611,6057062756,42,2136,3,1,5,5,0,0,4,0,0,0,0,0,0,2,2,2045,91,0,3,Cameron,Gaunce,CAN,D,3/19/90 0:00,187.96,204,L
160,8474612,1.00951E+11,1000,63584,9,3,83,39,0,0,27,0,0,21,36,0,0,110,-3,54020,9338,226,50,Travis,Hamonic,CAN,D,8/16/90 1:00,187.96,205,R
161,8474613,1.41331E+11,3710,74097,18,10,158,43,1,6,16,569,1197,38,28,1,0,54,-4,58708,8336,7053,70,Derek,Stepan,USA,C,6/18/90 1:00,182.88,196,R
162,8474618,1.25179E+11,586,65416,9,4,77,78,0,0,20,0,0,18,49,0,0,60,14,57775,7440,201,62,Marco,Scandella,CAN,D,2/23/90 0:00,190.5,208,L
163,8474628,66627677666,660,32285,5,2,57,52,0,0,16,0,0,6,9,0,0,54,-5,29883,2370,32,33,Michael,Stone,CAN,D,6/7/90 1:00,190.5,210,R
164,8474641,1.4335E+11,1704,71872,17,26,169,75,5,4,22,512,930,26,32,0,0,32,-2,59578,2387,9907,71,Adam,Henrique,CAN,C,2/6/90 0:00,182.88,195,L
165,8474668,46437479042,184,12788,4,1,15,70,0,0,16,0,0,8,12,0,0,10,1,12278,440,70,23,Dale,Weise,CAN,RW,8/5/88 1:00,187.96,206,R
166,8474673,1.29217E+11,1280,78527,15,4,65,20,0,1,36,0,0,34,52,0,0,87,7,69785,6355,2387,64,TJ,Brodie,CAN,D,6/7/90 1:00,185.42,182,L
167,8474679,1.41331E+11,2030,75736,27,15,151,37,3,6,16,17,33,27,41,1,0,26,4,62149,2756,10831,70,Gustav,Nyquist,SWE,RW,9/1/89 1:00,180.34,184,L
168,8474683,1.13065E+11,1204,46773,10,15,94,54,2,0,30,358,694,20,11,3,2,25,1,36274,8010,2489,56,Derek,Grant,CAN,C,4/20/90 1:00,190.5,215,L
169,8474685,1.00951E+11,1050,42272,13,12,89,58,0,0,39,12,26,21,13,3,1,22,13,35619,6508,145,50,Matt,Calvert,CAN,LW,12/24/89 0:00,180.34,186,L
170,8474688,40380418010,600,18565,3,0,22,25,0,0,6,0,0,3,6,0,0,30,1,16000,2442,123,20,Greg,Pateryn,USA,D,6/20/90 1:00,190.5,224,R
171,8474697,1.07008E+11,477,57047,11,7,63,199,0,0,58,0,0,10,30,1,0,120,1,49340,7612,95,53,Mark,Borowiecki,CAN,D,7/12/89 1:00,185.42,207,L
172,8474709,1.11046E+11,110,34397,3,5,49,242,0,0,40,3,7,11,17,0,0,24,-1,33499,633,265,55,Matt,Martin,CAN,LW,5/8/89 1:00,190.5,220,L
173,8474715,88836896940,1276,47111,14,12,148,18,3,5,6,27,57,26,21,0,0,21,2,36922,4168,6021,44,Cam,Atkinson,USA,RW,6/5/89 1:00,172.72,179,R
174,8474716,1.25179E+11,1860,83972,20,12,112,61,3,10,18,0,1,10,23,0,0,102,-1,65657,9108,9207,62,Jared,Spurgeon,CAN,D,11/29/89 0:00,175.26,168,R
175,8474717,42399431916,441,17765,2,0,29,13,0,0,16,0,0,6,13,0,0,19,3,16329,1303,133,21,Mark,Barberio,CAN,D,3/23/90 0:00,185.42,207,L
176,8474722,24228241152,168,6338,2,1,10,38,0,0,13,0,0,2,2,0,0,3,-4,6237,67,34,12,Luke,Witkowski,USA,RW,4/14/90 1:00,187.96,210,R
177,8474736,38361392773,380,9427,2,3,19,69,0,0,34,0,0,5,5,0,0,8,-1,9415,0,12,19,Zac,Rinaldo,CAN,C,6/15/90 1:00,177.8,192,L
178,8474774,4038040296,56,1537,0,0,2,3,0,0,7,0,0,2,0,0,0,3,0,1486,51,0,2,Dalton,Prout,CAN,D,3/13/90 0:00,190.5,230,R
179,8474818,88836896813,1012,42996,6,1,58,45,0,0,17,0,0,7,17,0,0,62,-7,36655,6218,123,44,Jordie,Benn,CAN,D,7/26/87 1:00,187.96,198,L
180,8474849,82779850954,943,29113,6,7,55,44,1,1,43,6,12,7,13,0,0,14,0,25877,26,3210,41,Antoine,Roussel,FRA,LW,11/21/89 0:00,180.34,195,L
181,8474870,1.31236E+11,910,56719,17,14,113,62,1,6,16,173,353,14,20,0,0,22,9,48687,284,7748,65,Tyler,Johnson,USA,C,7/29/90 1:00,172.72,183,R
182,8474873,18171185860,153,7861,1,0,6,16,0,0,6,0,0,0,2,0,0,7,1,7129,731,1,9,Brian,Lashoff,USA,D,7/16/90 1:00,190.5,219,L
183,8474884,1.39312E+11,897,69708,30,29,214,33,11,10,28,7,15,31,52,0,0,22,-5,54467,98,15143,69,Mike,Hoffman,CAN,LW,11/24/89 0:00,182.88,181,L
184,8475098,1.35274E+11,1273,61576,16,13,109,32,2,2,10,363,660,29,20,1,0,33,0,49530,5659,6387,67,Tyler,Bozak,CAN,C,3/19/86 0:00,185.42,195,R
185,8475149,1.21141E+11,420,61730,21,9,87,39,1,5,20,196,490,15,24,0,0,22,-12,51693,1165,8872,60,Marcus,Johansson,SWE,LW,10/6/90 1:00,185.42,205,L
186,8475151,1.31236E+11,65,66731,20,25,155,74,11,7,41,12,37,29,28,0,0,36,-4,53514,840,12377,65,Kyle,Palmieri,USA,RW,2/1/91 0:00,180.34,185,R
187,8475158,1.4335E+11,1349,87645,49,12,118,16,2,16,10,880,1556,69,22,1,0,42,11,66187,9135,12323,71,Ryan,O'Reilly,CAN,C,2/7/91 0:00,185.42,216,L
188,8475160,1.39312E+11,1538,46368,10,7,110,133,0,0,68,6,10,11,17,0,0,15,-7,45443,497,428,69,Kyle,Clifford,CAN,LW,1/13/91 0:00,187.96,211,L
189,8475163,1.31236E+11,1430,51182,13,11,97,56,6,7,42,0,4,14,20,0,0,15,-3,42518,31,8633,65,Alex,Chiasson,CAN,RW,10/1/90 1:00,193.04,208,R
190,8475164,1.33255E+11,1584,70026,18,21,155,28,4,3,14,8,41,40,32,2,0,41,0,54028,6575,9423,66,Jakob,Silfverberg,SWE,RW,10/13/90 1:00,187.96,202,R
191,8475166,1.27198E+11,630,73897,34,26,197,32,7,14,24,617,1116,35,47,0,0,31,-7,62453,64,11380,63,John,Tavares,CAN,C,9/20/90 1:00,185.42,208,L
192,8475167,1.33255E+11,924,95275,44,11,155,73,4,18,31,0,0,47,40,0,0,98,27,73687,9344,12244,66,Victor,Hedman,SWE,D,12/18/90 0:00,198.12,223,L
193,8475168,1.33255E+11,1188,66847,29,13,136,40,5,6,24,390,695,31,36,0,0,22,-4,56277,92,10478,66,Matt,Duchene,CAN,C,1/16/91 0:00,180.34,195,L
194,8475169,1.29217E+11,1792,75028,21,26,216,135,14,4,122,106,201,45,51,2,0,25,-12,59367,5217,10444,64,Evander,Kane,CAN,LW,8/2/91 1:00,187.96,212,L
195,8475170,1.4335E+11,1349,78633,33,25,138,119,10,11,44,350,714,26,39,0,0,21,3,65510,964,12159,71,Brayden,Schenn,CAN,C,8/22/91 1:00,185.42,200,L
196,8475171,1.33255E+11,3498,91114,21,9,135,129,2,5,38,0,0,19,45,1,0,65,-3,72345,8192,10577,66,Oliver,Ekman-Larsson,SWE,D,7/17/91 1:00,187.96,200,L
197,8475172,1.0297E+11,1071,53323,17,19,133,61,4,7,97,407,717,21,28,0,0,9,7,41358,364,11601,51,Nazem,Kadri,CAN,C,10/6/90 1:00,182.88,195,L
198,8475176,98932002401,882,69103,30,8,114,48,2,7,19,0,0,24,36,0,0,96,16,55670,6915,6518,49,Ryan,Ellis,CAN,D,1/3/91 0:00,177.8,180,R
199,8475177,58551588012,464,34645,5,1,42,93,0,0,10,0,0,9,29,0,0,73,10,29784,4678,183,29,Calvin,de Haan,CAN,D,5/9/91 1:00,185.42,198,L
200,8475178,1.19122E+11,1298,55444,19,15,99,157,0,0,69,1,3,26,45,0,0,8,0,53911,76,1457,59,Zack,Kassian,CAN,RW,1/24/91 0:00,190.5,209,R
201,8475179,1.0297E+11,2652,61259,8,2,54,104,0,0,32,0,0,16,55,0,0,77,-4,56691,4188,380,51,Dmitry,Kulikov,RUS,D,10/29/90 0:00,185.42,204,L
202,8475181,1.21141E+11,120,76004,18,3,72,62,1,3,14,0,0,17,52,0,0,72,-1,68817,2973,4214,60,Nick,Leddy,USA,D,3/20/91 0:00,182.88,204,L
203,8475184,1.27198E+11,189,65204,21,24,156,116,9,4,58,53,123,22,61,0,0,42,13,51977,114,13113,63,Chris,Kreider,USA,LW,4/30/91 1:00,190.5,224,L
204,8475186,48456496179,144,23822,1,2,33,36,0,0,11,0,0,2,7,0,0,27,-2,20827,2734,261,24,John,Moore,USA,D,11/19/90 0:00,187.96,210,L
205,8475188,1.4335E+11,3834,85262,7,2,73,201,0,0,40,0,0,32,32,1,0,133,1,71842,13170,250,71,Brayden,McNabb,CAN,D,1/21/91 0:00,193.04,212,L
206,8475191,1.4335E+11,3834,76306,27,27,169,55,3,2,20,3,12,58,41,2,2,30,17,60056,8176,8074,71,Reilly,Smith,CAN,RW,4/1/91 1:00,182.88,185,L
207,8475193,1.37293E+11,544,66480,39,22,162,79,8,6,36,9,25,31,29,0,0,24,5,57447,115,8918,68,Tomas,Tatar,SVK,LW,12/1/90 0:00,177.8,185,L
208,8475197,1.41331E+11,700,91885,34,5,169,47,1,11,16,0,0,16,62,0,0,76,-7,80536,145,11204,70,Tyson,Barrie,CAN,D,7/26/91 1:00,177.8,190,R
209,8475200,1.39312E+11,1035,91775,23,4,105,106,1,4,36,0,0,49,65,0,1,82,5,82272,3665,5838,69,Dmitry,Orlov,RUS,D,7/23/91 1:00,180.34,212,L
210,8475204,32304326491,864,12062,2,0,24,16,0,0,8,6,9,8,4,0,0,5,-4,10373,7,1682,16,Brandon,Pirri,CAN,RW,4/10/91 1:00,182.88,186,L
211,8475208,56532570241,140,35373,7,1,35,44,0,1,10,0,0,13,13,1,0,35,17,30691,3580,1102,28,Brian,Dumoulin,USA,D,9/6/91 1:00,193.04,207,L
212,8475209,1.19122E+11,885,40132,13,9,67,75,0,0,36,11,19,21,29,0,0,19,16,37262,2096,774,59,Richard,Panik,SVK,RW,2/7/91 0:00,185.42,208,L
213,8475218,1.37293E+11,1224,95363,25,8,154,49,0,5,32,0,0,51,50,1,1,100,-1,78409,11540,5414,68,Mattias,Ekholm,SWE,D,5/24/90 1:00,193.04,215,L
214,8475220,1.19122E+11,1770,51636,14,11,86,184,0,0,30,9,24,31,17,0,0,36,8,45087,6434,115,59,Marcus,Foligno,CAN,LW,8/10/91 1:00,190.5,232,L
215,8475222,94893959988,47,61336,18,5,95,50,1,9,22,0,0,14,24,0,1,80,-12,47210,5544,8582,47,Sami,Vatanen,FIN,D,6/3/91 1:00,177.8,185,R
216,8475224,6057060304,27,886,0,0,2,6,0,0,2,4,9,0,0,0,0,1,0,886,0,0,3,Jordan,Szwarz,CAN,RW,5/14/91 1:00,180.34,200,R
217,8475225,1.39312E+11,1242,55578,13,18,184,60,4,3,34,14,29,26,26,0,0,19,18,46034,37,9507,69,Craig,Smith,USA,RW,9/5/89 1:00,185.42,208,R
218,8475231,96912982966,96,41166,4,10,67,133,0,0,41,368,688,38,28,3,2,39,12,34312,6720,134,48,Casey,Cizikas,CAN,C,2/27/91 0:00,180.34,200,L
219,8475233,1.37293E+11,1972,84397,11,0,97,129,0,2,35,0,0,18,43,0,0,163,-3,76045,7484,868,68,David,Savard,CAN,D,10/22/90 1:00,187.96,227,R
220,8475235,1.19122E+11,1416,34613,6,7,64,137,0,0,92,0,0,10,10,0,0,32,-1,34338,93,182,59,Nicolas,Deslauriers,CAN,LW,2/22/91 0:00,185.42,215,L
221,8475236,98932007338,2630,42855,10,5,61,49,0,1,16,312,641,23,21,0,0,16,-3,36092,5536,1227,49,Cody,Eakin,CAN,C,5/24/91 1:00,182.88,190,L
222,8475246,8076083471,84,3720,0,0,4,6,0,0,0,0,0,0,0,0,0,6,-2,3406,289,25,4,Kevin,Connauton,CAN,D,2/23/90 0:00,187.96,205,L
223,8475254,6057060414,90,2071,0,0,3,9,0,0,0,6,15,1,0,0,0,2,-1,2035,12,24,3,Gabriel,Dumont,CAN,C,10/6/90 1:00,177.8,190,R
224,8475268,1.04989E+11,2704,26841,4,2,33,125,0,0,7,2,5,5,14,0,0,40,-1,25769,820,252,52,Gabriel,Bourque,CAN,LW,9/23/90 1:00,177.8,206,L
225,8475279,1.39312E+11,552,95773,12,9,130,152,0,0,61,0,0,18,86,0,0,128,5,82033,12624,1116,69,Ben,Chiarot,CAN,D,5/9/91 1:00,190.5,219,L
226,8475287,96912987975,583,45592,12,12,92,27,4,4,22,381,704,21,29,0,0,15,1,36755,2214,6623,48,Erik,Haula,FIN,LW,3/23/91 0:00,182.88,193,L
227,8475314,1.37293E+11,136,74649,23,20,195,102,2,5,47,90,199,24,44,0,0,50,8,65269,59,9321,68,Anders,Lee,USA,LW,7/3/90 1:00,190.5,231,L
228,8475324,1.37293E+11,1020,72725,8,0,61,59,0,1,13,0,0,26,48,0,0,71,1,62856,9652,217,68,Nick,Jensen,USA,D,9/21/90 1:00,182.88,194,R
229,8475343,1.13065E+11,840,36412,8,7,52,117,0,0,28,274,551,22,7,3,0,26,11,27981,8367,64,56,Nic,Dowd,USA,C,5/27/90 1:00,187.96,197,R
230,8475413,58551590145,725,19061,3,3,29,25,0,0,8,42,96,15,9,0,0,12,-3,16786,138,2137,29,Justin,Dowling,CAN,C,10/1/90 1:00,177.8,185,L
231,8475430,18171181496,198,5965,0,1,8,10,0,0,17,0,0,1,8,0,0,6,-1,5965,0,0,9,Brandon,Manning,CAN,D,6/4/90 1:00,185.42,205,L
232,8475455,1.39312E+11,1802,80556,13,1,58,194,0,0,104,0,0,16,26,0,1,74,-2,71631,8785,140,69,Brenden,Dillon,CAN,D,11/13/90 0:00,193.04,225,L
233,8475461,44418458111,205,9709,2,1,10,25,0,0,4,38,75,5,4,0,0,7,3,9026,85,598,22,Andrew,Agozzino,CAN,LW,1/3/91 0:00,177.8,187,L
234,8475462,1.27198E+11,945,63236,13,2,90,164,0,0,40,0,0,23,34,0,0,75,15,52701,10336,199,63,Radko,Gudas,CZE,D,6/5/90 1:00,182.88,204,R
235,8475625,72684741359,702,31260,3,0,58,80,0,0,15,0,0,8,13,0,0,54,-15,29138,2029,93,36,Matt,Irwin,CAN,D,11/29/87 0:00,185.42,207,L
236,8475690,1.39312E+11,1587,80860,18,2,45,32,0,1,41,0,0,20,45,0,1,159,4,66443,14113,304,69,Christopher,Tanev,CAN,D,12/20/89 0:00,187.96,195,R
237,8475692,1.31236E+11,1950,62164,22,15,96,13,3,4,18,9,14,33,17,0,0,36,-9,52489,113,9562,65,Mats,Zuccarello,NOR,RW,9/1/87 1:00,172.72,179,L
238,8475714,1.29217E+11,1152,61191,19,15,136,28,2,7,14,33,70,19,11,2,0,27,4,48228,6055,6908,64,Calle,Jarnkrok,SWE,C,9/25/91 1:00,180.34,186,R
239,8475716,52494536077,260,23699,3,1,28,22,0,0,14,0,0,9,22,0,0,43,-1,21078,2594,27,26,Martin,Marincin,SVK,D,2/18/92 0:00,193.04,210,L
240,8475718,1.37293E+11,680,75517,16,2,89,89,0,0,43,0,0,21,59,0,0,83,13,67276,8074,167,68,Justin,Holl,USA,D,1/30/92 0:00,190.5,205,R
241,8475722,1.21141E+11,1425,58814,21,20,111,53,7,5,21,12,41,31,25,0,0,23,-4,50209,376,8229,60,Jason,Zucker,USA,LW,1/16/92 0:00,180.34,187,L
242,8475726,1.37293E+11,1738,68671,20,24,203,48,5,5,20,4,14,35,34,0,0,16,-1,56110,3723,8838,68,Tyler,Toffoli,CAN,C,4/24/92 1:00,182.88,201,R
243,8475728,1.25179E+11,434,55424,12,6,60,85,0,0,26,322,668,24,23,0,0,31,8,47654,7477,293,62,Johan,Larsson,SWE,C,7/25/92 1:00,180.34,198,L
244,8475730,34323355414,425,18018,3,2,30,50,0,0,10,0,0,5,11,0,0,20,0,17278,644,96,17,Stephen,Johns,USA,D,4/18/92 1:00,193.04,221,R
245,8475735,1.07008E+11,159,30416,4,5,40,69,0,0,17,104,211,14,13,1,1,24,-2,27359,2996,61,53,Greg,McKegg,CAN,C,6/17/92 1:00,182.88,191,L
246,8475738,98932005657,392,40023,7,8,86,32,2,3,14,96,193,22,12,0,0,21,-8,34215,89,5719,49,Jordan,Weal,CAN,C,4/15/92 1:00,177.8,179,R
247,8475744,1.27198E+11,945,67442,33,19,129,35,6,6,40,348,803,22,45,0,0,16,-2,55310,68,12064,63,Evgeny,Kuznetsov,RUS,C,5/19/92 1:00,187.96,204,L
248,8475745,1.41331E+11,420,70514,21,16,145,83,1,4,21,326,699,48,33,2,0,34,9,58881,3786,7847,70,Charlie,Coyle,USA,C,3/2/92 0:00,190.5,221,R
249,8475747,1.29217E+11,1088,84626,8,1,89,80,0,0,28,0,0,10,54,0,1,92,-10,71066,13194,366,64,Patrik,Nemeth,SWE,D,2/8/92 0:00,190.5,219,L
250,8475748,2019020617,7,86,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,86,0,0,1,Dalton,Smith,CAN,LW,6/30/92 1:00,187.96,206,L
251,8475750,98932001119,2646,53373,5,2,37,51,0,0,32,0,0,14,27,0,1,71,9,48683,4078,612,49,Jon,Merrill,USA,D,2/3/92 0:00,190.5,205,L
252,8475752,1.27198E+11,252,45547,12,8,76,132,0,0,12,5,18,28,15,0,0,42,11,41384,3965,198,63,Tyler,Pitlick,USA,C,11/1/91 0:00,187.96,200,R
253,8475753,1.39312E+11,1311,85147,11,5,147,82,1,2,32,0,0,24,39,0,1,76,-3,76113,4527,4507,69,Justin,Faulk,USA,D,3/20/92 0:00,182.88,215,R
254,8475754,1.37293E+11,136,76948,28,26,175,49,4,3,32,615,1188,26,52,0,0,44,6,62232,6432,8284,68,Brock,Nelson,USA,C,10/15/91 1:00,190.5,212,L
255,8475760,26247265008,65,9542,1,1,18,19,0,0,8,38,96,3,5,0,0,7,3,8271,300,971,13,Nick,Bjugstad,USA,C,7/17/92 1:00,198.12,218,R
256,8475762,40380417596,478,21375,1,0,22,35,0,0,4,0,0,2,16,0,0,30,-5,19583,1792,0,20,Derek,Forbort,USA,D,3/4/92 0:00,193.04,215,L
257,8475763,1.39312E+11,276,73398,18,23,175,88,4,3,34,415,826,43,34,4,0,22,-6,58279,8315,6804,69,Kevin,Hayes,USA,C,5/8/92 1:00,195.58,217,L
258,8475764,1.19122E+11,1416,77842,20,9,117,25,2,6,20,0,0,21,31,0,0,58,0,66377,2394,9071,59,Cam,Fowler,USA,D,12/5/91 0:00,185.42,215,L
259,8475765,20190200752,190,9705,7,3,26,17,1,2,0,0,0,3,5,0,0,7,-2,8236,2,1467,10,Vladimir,Tarasenko,RUS,RW,12/13/91 0:00,182.88,225,L
260,8475766,1.07008E+11,954,36952,8,6,50,131,0,0,65,6,12,18,20,0,2,48,-9,33321,3421,210,53,Austin,Watson,USA,LW,1/13/92 0:00,193.04,204,R
261,8475768,1.4335E+11,1349,77442,35,22,162,60,9,11,18,9,20,50,29,0,0,28,3,64569,921,11952,71,Jaden,Schwartz,CAN,LW,6/25/92 1:00,177.8,190,L
262,8475772,1.33255E+11,1452,50660,7,8,70,26,0,0,6,409,834,36,25,1,1,33,-13,41243,9293,124,66,Riley,Sheahan,CAN,C,12/7/91 0:00,190.5,214,L
263,8475780,1.35274E+11,402,50015,4,6,78,192,0,0,47,115,249,16,21,1,0,31,-8,43831,5910,274,67,Chris,Wagner,USA,RW,5/27/91 1:00,182.88,198,R
264,8475784,1.19122E+11,413,58354,9,14,183,29,0,3,18,32,86,28,24,0,0,11,-22,49581,3,8770,59,Jeff,Skinner,CAN,LW,5/16/92 1:00,180.34,200,L
265,8475786,1.0297E+11,510,58434,16,21,106,52,3,3,23,70,160,32,16,1,0,23,13,49353,5717,3364,51,Zach,Hyman,CAN,C,6/9/92 1:00,185.42,213,R
266,8475790,1.0297E+11,1091,59254,5,4,78,89,0,0,95,0,0,0,33,0,1,58,0,52596,6271,387,51,Erik,Gudbranson,CAN,D,1/7/92 0:00,195.58,220,R
267,8475791,1.31236E+11,1885,74778,36,16,232,47,4,14,34,20,51,41,52,0,0,29,-14,60465,808,13505,65,Taylor,Hall,CAN,LW,11/14/91 0:00,185.42,205,L
268,8475792,1.39312E+11,897,60006,14,19,117,56,4,2,26,6,17,28,22,0,0,17,-3,54563,37,5406,69,Brett,Connolly,CAN,RW,5/2/92 1:00,190.5,195,R
269,8475793,1.37293E+11,1224,69585,22,14,101,39,3,6,45,549,1032,38,24,1,0,34,-5,54958,3657,10970,68,Ryan,Johansen,CAN,C,7/31/92 1:00,190.5,218,R
270,8475794,1.39312E+11,1725,79278,33,17,245,90,3,12,22,538,925,34,52,0,0,31,-2,65738,2935,10605,69,Tyler,Seguin,CAN,C,1/31/92 0:00,185.42,201,R
271,8475795,32304325541,272,14227,0,0,14,48,0,0,23,0,0,4,8,0,0,12,-4,11658,2569,0,16,Dylan,McIlrath,CAN,D,4/20/92 1:00,195.58,236,R
272,8475796,1.17103E+11,754,44375,9,9,64,47,0,0,20,3,6,26,15,0,0,38,4,42215,2125,35,58,Mark,Pysyk,CAN,D,1/11/92 0:00,185.42,200,R
273,8475797,56532584124,504,27911,4,1,20,71,0,0,34,0,0,1,18,0,1,36,-1,25435,2461,15,28,Jarred,Tinordi,USA,D,2/20/92 0:00,198.12,230,L
274,8475798,1.27198E+11,1134,67293,13,17,130,42,4,2,28,73,150,24,34,1,0,55,-4,55094,2951,9248,63,Mikael,Granlund,FIN,RW,2/26/92 0:00,177.8,185,L
275,8475799,1.35274E+11,804,59567,18,11,115,52,4,7,42,1,4,35,42,0,0,19,-3,51903,121,7543,67,Nino,Niederreiter,CHE,RW,9/8/92 1:00,187.96,216,L
276,8475807,96912986787,288,34836,3,4,49,91,0,0,17,1,7,12,10,0,0,31,-6,29179,5569,88,48,Joakim,Nordstrom,SWE,LW,2/25/92 0:00,185.42,189,L
277,8475808,4038041484,106,1201,0,0,2,3,0,0,2,7,13,0,1,0,0,2,-2,1114,87,0,2,Michael,Chaput,CAN,C,4/9/92 1:00,187.96,204,L
278,8475810,1.11046E+11,275,65225,29,27,151,71,8,9,30,2,10,29,37,1,1,35,14,50590,5398,9237,55,Bryan,Rust,USA,RW,5/11/92 1:00,180.34,192,R
279,8475820,1.31236E+11,1365,63382,17,16,111,25,4,1,26,9,21,28,20,0,0,38,2,52948,2001,8433,65,Joonas,Donskoi,FIN,RW,4/13/92 1:00,182.88,190,R
280,8475825,10095105096,120,5436,0,1,4,15,0,0,2,0,0,0,1,0,0,7,1,4931,393,112,5,Jani,Hakanpaa,FIN,D,3/31/92 1:00,195.58,218,R
281,8475832,56532576304,56,18982,3,3,28,31,0,0,2,0,0,4,11,0,1,22,-4,16755,2184,43,28,Tom,Kuhnhackl,DEU,RW,1/21/92 0:00,187.96,196,L
282,8475834,1.33255E+11,1848,54824,11,7,78,56,0,0,26,3,20,28,18,1,0,18,-12,48100,5869,855,66,Marcus,Sorensen,SWE,LW,4/7/92 1:00,180.34,175,L
283,8475841,76722780781,1064,29646,4,1,44,16,0,1,2,0,1,10,17,0,0,30,-10,27440,350,1856,38,Tim,Heed,SWE,D,1/27/91 0:00,182.88,185,R
284,8475842,18171185078,216,7434,1,1,16,13,0,0,0,33,72,1,5,1,0,8,-3,6522,219,693,9,Sam,Carrick,CAN,C,2/4/92 0:00,182.88,205,R
285,8475848,1.19122E+11,472,59863,21,22,226,53,1,4,29,12,29,39,18,0,0,29,9,52509,88,7266,59,Brendan,Gallagher,CAN,RW,5/6/92 1:00,175.26,181,R
286,8475855,1.39312E+11,207,68753,17,12,84,125,0,0,20,9,26,24,32,2,0,53,16,58563,9755,435,69,Jesper,Fast,SWE,RW,12/2/91 0:00,182.88,191,R
287,8475857,6057060452,30,1996,0,0,2,2,0,0,0,0,0,0,1,0,0,3,0,1863,133,0,3,Kevin,Gravel,USA,D,3/6/92 0:00,193.04,212,L
288,8475868,1.0297E+11,2652,46393,8,0,54,145,0,0,32,0,0,16,22,0,1,50,3,39537,6683,173,51,Anthony,Bitetto,USA,D,7/15/90 1:00,185.42,210,L
289,8475869,24228249780,280,8982,0,0,17,24,0,0,0,0,0,3,9,0,0,20,-3,8806,166,10,12,Brandon,Davidson,CAN,D,8/21/91 1:00,187.96,208,L
290,8475902,16152164791,40,7063,0,0,11,21,0,0,4,0,0,0,6,0,0,10,-1,6530,183,350,8,Zach,Trotman,USA,D,8/26/90 1:00,190.5,217,R
291,8475906,1.17103E+11,1450,77134,26,6,120,29,2,15,22,0,0,24,71,0,0,72,-10,67231,1046,8857,58,John,Klingberg,SWE,D,8/14/92 1:00,187.96,177,R
292,8475907,28266282179,322,8228,4,1,15,40,0,0,7,2,2,2,1,0,0,2,-3,7485,0,743,14,Micheal,Ferland,CAN,LW,4/20/92 1:00,187.96,208,L
293,8475913,1.31236E+11,3510,75711,42,21,168,56,6,11,27,16,46,78,38,0,1,51,15,58390,7518,9803,65,Mark,Stone,CAN,RW,5/13/92 1:00,193.04,219,R
