ID,Title,Description,Category_title,Geometry_Coordinates_1,Date,Time,Split,Long,Lat
EONET_12192,Wildfire in Ghana 1023107,,Wildfires,-1.8938193211369603  9.45624621320993,12/18/24,19:00:00,20,-1.8938193211369603, 9.45624621320993
EONET_12193,Wildfire in Sudan 1023105,,Wildfires,31.547425301145744  9.13968705887703,12/18/24,19:00:00,19,31.547425301145744, 9.13968705887703
EONET_12216,Wildfire in Sudan 1023123,,Wildfires,29.104091164328615  6.214360894263272,12/18/24,19:00:00,19,29.104091164328615, 6.214360894263272
EONET_12178,Obar Railroad Wildfire  Quay  New Mexico,,Wildfires,-103.190387  35.354386,12/18/24,12:24:00,12,-103.190387, 35.354386
EONET_12183,Wildfire in Sudan 1023101,,Wildfires,26.60656139531848  6.5755110777960954,12/17/24,19:00:00,18,26.60656139531848, 6.5755110777960954
EONET_12189,Wildfire in Sudan 1023102,,Wildfires,32.299037749287685  7.796701932269451,12/17/24,19:00:00,19,32.299037749287685, 7.796701932269451
EONET_12217,Wildfire in Sudan 1023124,,Wildfires,32.846553837686145  9.771467259941888,12/17/24,19:00:00,19,32.846553837686145, 9.771467259941888
EONET_12227,Wildfire in Sudan 1023136,,Wildfires,32.131352499286386  9.332724427581564,12/17/24,19:00:00,19,32.131352499286386, 9.332724427581564
EONET_12179,RX CALV C-262-265 Wildfire  Vernon  Louisiana,,Wildfires,-92.908717  31.0533,12/17/24,9:33:00,11,-92.908717, 31.0533
EONET_12161,Wildfire in Burkina Faso  Mali 1023086,,Wildfires,-0.6277583371475721  15.059077423218392,12/16/24,19:00:00,20,-0.6277583371475721, 15.059077423218392
EONET_12167,Wildfire in Australia 1023090,,Wildfires,142.46711012070458  -37.41261198267845,12/16/24,19:00:00,19,142.46711012070458, -37.41261198267845
EONET_12184,Wildfire in Sudan 1023096,,Wildfires,26.320399396524785  8.157447038847955,12/16/24,19:00:00,19,26.320399396524785, 8.157447038847955
EONET_12185,Wildfire in Sudan 1023097,,Wildfires,31.972620487727244  9.220984240534193,12/16/24,19:00:00,19,31.972620487727244, 9.220984240534193
EONET_12190,Wildfire in Sudan 1023103,,Wildfires,29.12363987041677  6.091975439358199,12/16/24,19:00:00,18,29.12363987041677, 6.091975439358199
EONET_12196,Wildfire in Nigeria 1023110,,Wildfires,5.375677639487464  6.9350526015659835,12/16/24,19:00:00,18,5.375677639487464, 6.9350526015659835
EONET_12181,APQ Rec Area 13 Rx 1214 Wildfire  Highlands  Florida,,Wildfires,-81.294022  27.578295,12/16/24,9:35:00,11,-81.294022, 27.578295
EONET_12148,Rx Lamar 3440 Wildfire  Lamar  Texas,,Wildfires,-95.5874  33.8451,12/16/24,9:29:00,9,-95.5874, 33.8451
EONET_12168,Wildfire in Sudan 1023088,,Wildfires,26.510492003022073  6.581660951987227,12/15/24,19:00:00,19,26.510492003022073, 6.581660951987227
EONET_12186,Wildfire in Ghana 1023100,,Wildfires,-1.061756521358138  7.3051562997092345,12/15/24,19:00:00,19,-1.061756521358138, 7.3051562997092345
EONET_12194,Wildfire in Burkina Faso 1023108,,Wildfires,-5.175711858487765  11.644825301940445,12/15/24,19:00:00,19,-5.175711858487765, 11.644825301940445
EONET_12147,Soap Wildfire  Yavapai  Arizona,,Wildfires,-112.200767  34.088933,12/15/24,15:55:00,12,-112.200767, 34.088933
EONET_12150,APQ Rec Area 4 Rx 1215 Wildfire  Polk  Florida,,Wildfires,-81.332645  27.669495,12/15/24,15:55:00,11,-81.332645, 27.669495
EONET_12162,Wildfire in Sudan 1023082,,Wildfires,32.63570905018464  9.695642753307384,12/14/24,19:00:00,18,32.63570905018464, 9.695642753307384
EONET_12169,Wildfire in Cote d&#039;Ivoire 1023091,,Wildfires,-3.6594910900642263  8.793225281520789,12/14/24,19:00:00,20,-3.6594910900642263, 8.793225281520789
EONET_12195,Wildfire in Cote d&#039;Ivoire 1023109,,Wildfires,-3.718219611202932  8.804297286483244,12/14/24,19:00:00,19,-3.718219611202932, 8.804297286483244
EONET_12132,Wildfire in Niger 1023069,,Wildfires,12.542507299986001  13.871897560840004,12/13/24,19:00:00,19,12.542507299986001, 13.871897560840004
EONET_12139,Wildfire in Cote d&#039;Ivoire 1023074,,Wildfires,-3.7793502188578807  8.940257014081748,12/13/24,19:00:00,20,-3.7793502188578807, 8.940257014081748
EONET_12140,Wildfire in Sudan 1023076,,Wildfires,29.241926081242337  6.353746851121146,12/13/24,19:00:00,19,29.241926081242337, 6.353746851121146
EONET_12141,Wildfire in Australia 1023077,,Wildfires,145.76573525724984  -21.788925568901377,12/13/24,19:00:00,19,145.76573525724984, -21.788925568901377
EONET_12158,Wildfire in Australia 1023080,,Wildfires,138.8801871658071  -19.968007239287235,12/13/24,19:00:00,18,138.8801871658071, -19.968007239287235
EONET_12163,Wildfire in Australia 1023087,,Wildfires,116.59388568972828  -34.89628365692928,12/13/24,19:00:00,19,116.59388568972828, -34.89628365692928
EONET_12175,Wildfire in Ghana 1023094,,Wildfires,-1.1077097207067432  8.043161141472076,12/13/24,19:00:00,20,-1.1077097207067432, 8.043161141472076
EONET_12151,APQ Recreation Area 3 Rx 1213 Wildfire  Polk  Florida,,Wildfires,-81.328526  27.682825,12/13/24,8:02:00,11,-81.328526, 27.682825
EONET_12142,Wildfire in Sudan 1023071,,Wildfires,26.628084592014233  7.125505061161163,12/12/24,19:00:00,19,26.628084592014233, 7.125505061161163
EONET_12159,Wildfire in Cote d&#039;Ivoire 1023081,,Wildfires,-3.674344876939678  9.048220600285456,12/12/24,19:00:00,19,-3.674344876939678, 9.048220600285456
EONET_12164,Wildfire in Mali 1023085,,Wildfires,-10.507156381881808  12.799972610328515,12/12/24,19:00:00,20,-10.507156381881808, 12.799972610328515
EONET_12170,Wildfire in Ghana 1023092,,Wildfires,-2.308010282395875  10.656035245256726,12/12/24,19:00:00,19,-2.308010282395875, 10.656035245256726
EONET_12176,Wildfire in Ghana 1023093,,Wildfires,-0.544773538143576  7.362650920097517,12/12/24,19:00:00,19,-0.544773538143576, 7.362650920097517
EONET_12177,Wildfire in Ghana 1023095,,Wildfires,-0.5412255317506104  7.357045393854975,12/12/24,19:00:00,20,-0.5412255317506104, 7.357045393854975
EONET_12187,Wildfire in Sudan 1023098,,Wildfires,32.782795635312  7.023694715976142,12/12/24,19:00:00,16,32.782795635312, 7.023694715976142
EONET_12153,APQ Recreation Area 1 &amp; 2 Rx 1212 Wildfire  Polk  Florida,,Wildfires,-81.398735  27.731616,12/12/24,13:16:00,11,-81.398735, 27.731616
EONET_12156,RX CALV C-133 Wildfire  Vernon  Louisiana,,Wildfires,-92.923  31.01,12/12/24,9:02:00,8,-92.923, 31.01
EONET_12172,Home Reef Volcano  Tonga,,Volcanoes,-193.767,12/12/24,0:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_12133,Wildfire in Sudan 1023070,,Wildfires,26.338688185352478  8.295831819972008,12/11/24,19:00:00,19,26.338688185352478, 8.295831819972008
EONET_12160,Wildfire in Sudan 1023079,,Wildfires,29.74832521540173  9.576710596045281,12/11/24,19:00:00,18,29.74832521540173, 9.576710596045281
EONET_12171,Wildfire in Central African Republic 1023089,,Wildfires,23.989073919436567  6.507246084084775,12/11/24,19:00:00,19,23.989073919436567, 6.507246084084775
EONET_12152,LBJ Bois d&#039;Arc RX Wildfire  Fannin  Texas,,Wildfires,-95.951944  33.761389,12/11/24,10:07:00,11,-95.951944, 33.761389
EONET_12134,Wildfire in Chad 1023064,,Wildfires,20.38477446899014  12.328266420489443,12/10/24,19:00:00,18,20.38477446899014, 12.328266420489443
EONET_12143,Wildfire in Mali 1023078,,Wildfires,-4.086337655737058  13.574523301996058,12/10/24,19:00:00,19,-4.086337655737058, 13.574523301996058
EONET_12165,Wildfire in Cote d&#039;Ivoire 1023083,,Wildfires,-3.776866382300303  8.949694038845726,12/10/24,19:00:00,19,-3.776866382300303, 8.949694038845726
EONET_12157,APQ Recreation Area 3 Rx 1210 Wildfire  Polk  Florida,,Wildfires,-81.343675  27.694373,12/10/24,9:16:00,11,-81.343675, 27.694373
EONET_12149,FRANKLIN Wildfire  Los Angeles  California,Malibu  CA,Wildfires,-118.69642  34.06343,12/10/24,1:54:00,11,-118.69642, 34.06343
EONET_12120,Wildfire in Australia 1023057,,Wildfires,147.53236806064731  -20.944109924452626,12/9/24,19:00:00,19,147.53236806064731, -20.944109924452626
EONET_12126,Wildfire in Sudan 1023058,,Wildfires,28.16562823440938  6.4903658282521866,12/9/24,19:00:00,18,28.16562823440938, 6.4903658282521866
EONET_12135,Wildfire in Burkina Faso 1023067,,Wildfires,-4.6365430552399705  9.850968371808957,12/9/24,19:00:00,20,-4.6365430552399705, 9.850968371808957
EONET_12136,Wildfire in Ethiopia 1023065,,Wildfires,35.434534544517554  11.927440717052702,12/9/24,19:00:00,19,35.434534544517554, 11.927440717052702
EONET_12144,Wildfire in Sudan 1023072,,Wildfires,26.512830754202994  7.118884281784125,12/9/24,19:00:00,19,26.512830754202994, 7.118884281784125
EONET_12104,APQ Recreation Area 1 Rx 1209 Wildfire  Polk  Florida,,Wildfires,-81.397791  27.728718,12/9/24,9:17:00,11,-81.397791, 27.728718
EONET_12103,Coyote Wildfire  Gaston  North Carolina,Crowders Mtn State Park- Pinnacle Mountain,Wildfires,-81.2988333  35.2148333,12/8/24,19:16:00,12,-81.2988333, 35.2148333
EONET_12129,Wildfire in Sudan 1023061,,Wildfires,33.478838393856854  6.495073206951486,12/8/24,19:00:00,19,33.478838393856854, 6.495073206951486
EONET_12145,Wildfire in Ghana 1023075,,Wildfires,-0.19245763638422614  7.352535032858098,12/8/24,19:00:00,21,-0.19245763638422614, 7.352535032858098
EONET_12166,Wildfire in Sudan 1023084,,Wildfires,32.68172277961916  9.857387717262942,12/8/24,19:00:00,18,32.68172277961916, 9.857387717262942
EONET_12105,Radue Wildfire  Custer  Montana,,Wildfires,-105.874483  46.09975,12/8/24,17:09:00,12,-105.874483, 46.09975
EONET_12106,APQ Recreation Area 3 Rx 1208 Wildfire  Polk  Florida,,Wildfires,-81.348696  27.691005,12/8/24,9:30:00,11,-81.348696, 27.691005
EONET_12109,Wildfire in Australia 1023050,,Wildfires,144.5772672249946  -18.39119076022802,12/7/24,19:00:00,18,144.5772672249946, -18.39119076022802
EONET_12110,Wildfire in Australia 1023051,,Wildfires,144.9281834960211  -18.76122534467231,12/7/24,19:00:00,18,144.9281834960211, -18.76122534467231
EONET_12121,Wildfire in Australia 1023056,,Wildfires,144.51913124753625  -18.239656973522703,12/7/24,19:00:00,19,144.51913124753625, -18.239656973522703
EONET_12122,Wildfire in Sudan 1023052,,Wildfires,29.101747618019537  6.542698962605854,12/7/24,19:00:00,19,29.101747618019537, 6.542698962605854
EONET_12137,Wildfire in Sudan 1023066,,Wildfires,31.789937073590888  9.46682316912833,12/7/24,19:00:00,19,31.789937073590888, 9.46682316912833
EONET_12107,APQ Recreation Area 2 Rx 1207 Wildfire  Polk  Florida,,Wildfires,-81.358051  27.696505,12/7/24,8:33:00,11,-81.358051, 27.696505
EONET_12098,Wildfire in Sudan 1023037,,Wildfires,32.50487186183727  11.26797181445212,12/6/24,19:00:00,18,32.50487186183727, 11.26797181445212
EONET_12111,Wildfire in Central African Republic 1023047,,Wildfires,24.332789378305375  6.2984318920026565,12/6/24,19:00:00,19,24.332789378305375, 6.2984318920026565
EONET_12112,Wildfire in Sudan 1023049,,Wildfires,26.232134783837495  8.526077903575507,12/6/24,19:00:00,19,26.232134783837495, 8.526077903575507
EONET_12127,Wildfire in Sudan 1023059,,Wildfires,26.99270761653973  7.584673453116638,12/6/24,19:00:00,18,26.99270761653973, 7.584673453116638
EONET_12130,Wildfire in Central African Republic 1023062,,Wildfires,24.01784544368539  6.388406467172499,12/6/24,19:00:00,18,24.01784544368539, 6.388406467172499
EONET_12146,Wildfire in Sudan 1023073,,Wildfires,26.5807612761476  7.861274268843025,12/6/24,19:00:00,17,26.5807612761476, 7.861274268843025
EONET_12123,Wildfire in Madagascar 1023055,,Wildfires,48.259769048327115  -15.013978477925678,12/5/24,19:00:00,19,48.259769048327115, -15.013978477925678
EONET_12124,Wildfire in Madagascar 1023053,,Wildfires,48.94742710694347  -16.499266903005342,12/5/24,19:00:00,18,48.94742710694347, -16.499266903005342
EONET_12125,Wildfire in Sudan 1023054,,Wildfires,26.245192089062336  8.330831153955994,12/5/24,19:00:00,19,26.245192089062336, 8.330831153955994
EONET_12128,Wildfire in Madagascar 1023060,,Wildfires,48.251642716167694  -15.010448591306409,12/5/24,19:00:00,19,48.251642716167694, -15.010448591306409
EONET_12131,Wildfire in Burkina Faso 1023063,,Wildfires,-1.7848067265268617  13.40207132179837,12/5/24,19:00:00,20,-1.7848067265268617, 13.40207132179837
EONET_12092,Wildfire in Australia 1023034,,Wildfires,146.04704875539514  -22.630757852696384,12/4/24,19:00:00,19,146.04704875539514, -22.630757852696384
EONET_12096,Wildfire in Sudan 1023035,,Wildfires,31.12897121527095  9.814722542232177,12/4/24,19:00:00,18,31.12897121527095, 9.814722542232177
EONET_12099,Wildfire in Australia 1023038,,Wildfires,147.29344354057656  -23.333426844719767,12/4/24,19:00:00,19,147.29344354057656, -23.333426844719767
EONET_12100,Wildfire in Benin 1023039,,Wildfires,1.4689737237424556  10.998631810272673,12/4/24,19:00:00,19,1.4689737237424556, 10.998631810272673
EONET_12113,Wildfire in Sudan 1023042,,Wildfires,25.097956992119897  8.343867869265342,12/4/24,19:00:00,19,25.097956992119897, 8.343867869265342
EONET_12138,Wildfire in Ghana 1023068,,Wildfires,-0.2641069620320304  7.454108966526715,12/4/24,19:00:00,20,-0.2641069620320304, 7.454108966526715
EONET_12093,Wildfire in Sudan 1023033,,Wildfires,31.355282953990077  9.804490705625867,12/3/24,19:00:00,19,31.355282953990077, 9.804490705625867
EONET_12114,Wildfire in Sudan 1023048,,Wildfires,25.97610749095814  8.91367827872586,12/3/24,19:00:00,18,25.97610749095814, 8.91367827872586
EONET_12094,Wildfire in Sudan 1023032,,Wildfires,31.51940914220699  10.0434913616767,12/2/24,19:00:00,18,31.51940914220699, 10.0434913616767
EONET_12088,KDF - Confluence 2 Wildfire  Leslie  Kentucky,,Wildfires,-83.396702  37.295268,12/2/24,12:01:00,11,-83.396702, 37.295268
EONET_12091,Wildfire in Sudan 1023031,,Wildfires,25.857188772134748  9.058944514693914,12/1/24,19:00:00,19,25.857188772134748, 9.058944514693914
EONET_12101,Wildfire in Benin 1023040,,Wildfires,1.4243613126509973  11.204894940655628,12/1/24,19:00:00,19,1.4243613126509973, 11.204894940655628
EONET_12115,Wildfire in Australia 1023045,,Wildfires,147.38338373857528  -23.24470629732928,12/1/24,19:00:00,19,147.38338373857528, -23.24470629732928
EONET_12116,Wildfire in Central African Republic 1023046,,Wildfires,23.76126743814646  6.68794714581094,12/1/24,19:00:00,18,23.76126743814646, 6.68794714581094
EONET_12086,Wildfire in Burkina Faso 1023028,,Wildfires,-2.252660385121848  13.801758684355518,11/30/24,19:00:00,19,-2.252660385121848, 13.801758684355518
EONET_12089,Wildfire in Benin 1023029,,Wildfires,1.3899577956551668  11.087548262534849,11/30/24,19:00:00,19,1.3899577956551668, 11.087548262534849
EONET_12117,Wildfire in Sudan 1023043,,Wildfires,27.033398796458364  7.863153113313824,11/30/24,19:00:00,19,27.033398796458364, 7.863153113313824
EONET_12118,Wildfire in Sudan 1023044,,Wildfires,31.36970133669082  5.6664695016741105,11/29/24,19:00:00,18,31.36970133669082, 5.6664695016741105
EONET_12080,Wildfire in Brazil 1023024,,Wildfires,-46.17658068,11/28/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_12097,Wildfire in Benin 1023036,,Wildfires,1.413790381722872  11.104340231235808,11/28/24,19:00:00,18,1.413790381722872, 11.104340231235808
EONET_12081,Wildfire in Sudan 1023021,,Wildfires,33.44075166231789  6.73280154990643,11/27/24,19:00:00,18,33.44075166231789, 6.73280154990643
EONET_12090,Wildfire in Benin 1023030,,Wildfires,1.561732760687401  11.25405729886014,11/27/24,19:00:00,18,1.561732760687401, 11.25405729886014
EONET_12074,Wildfire in Niger 1023016,,Wildfires,1.2532275733734233  14.606564360734026,11/26/24,19:00:00,19,1.2532275733734233, 14.606564360734026
EONET_12076,Wildfire in Sudan 1023018,,Wildfires,30.522765128706713  10.138395558959116,11/26/24,19:00:00,19,30.522765128706713, 10.138395558959116
EONET_12077,Wildfire in Brazil 1023020,,Wildfires,-55.95724575255249  1.2072489626413836,11/26/24,19:00:00,19,-55.95724575255249, 1.2072489626413836
EONET_12087,Wildfire in Sudan 1023027,,Wildfires,31.49442308162692  9.471200505885474,11/26/24,19:00:00,18,31.49442308162692, 9.471200505885474
EONET_12082,Wildfire in Burkina Faso 1023025,,Wildfires,-0.056627237862728906  12.864921725474193,11/25/24,19:00:00,22,-0.056627237862728906, 12.864921725474193
EONET_12055,Wildfire in Australia 1023001,,Wildfires,115.36471239741813  -30.743143766656775,11/24/24,19:00:00,19,115.36471239741813, -30.743143766656775
EONET_12062,Wildfire in Niger 1023007,,Wildfires,1.1754940450117686  14.570139383298864,11/24/24,19:00:00,19,1.1754940450117686, 14.570139383298864
EONET_12063,Wildfire in Australia 1023008,,Wildfires,143.49380708924042  -16.22908768278416,11/24/24,19:00:00,19,143.49380708924042, -16.22908768278416
EONET_12067,Wildfire in Australia 1023010,,Wildfires,142.52593342304095  -16.074671983871216,11/24/24,19:00:00,19,142.52593342304095, -16.074671983871216
EONET_12083,Wildfire in Sudan 1023022,,Wildfires,25.847952653342677  9.702943692983492,11/24/24,19:00:00,19,25.847952653342677, 9.702943692983492
EONET_12084,Wildfire in Sudan 1023023,,Wildfires,32.649243793587075  10.164449120797494,11/24/24,19:00:00,19,32.649243793587075, 10.164449120797494
EONET_12044,B ANAYA Wildfire  Santa Fe  New Mexico,North of Moriarty  NM  East of SR 41 SOuth of Stanley NM,Wildfires,-105.977628  35.113722,11/24/24,17:30:00,12,-105.977628, 35.113722
EONET_12071,Wildfire in Brazil 1023015,,Wildfires,-49.68533042,11/23/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_12085,Wildfire in Benin 1023026,,Wildfires,1.5926074754366433  11.074854423968375,11/23/24,19:00:00,19,1.5926074754366433, 11.074854423968375
EONET_12056,Wildfire in Australia 1022999,,Wildfires,143.94776644345987  -17.7090187051562,11/22/24,19:00:00,19,143.94776644345987, -17.7090187051562
EONET_12057,Wildfire in Australia 1023003,,Wildfires,144.5749199320524  -18.765806986902636,11/22/24,19:00:00,18,144.5749199320524, -18.765806986902636
EONET_12072,Wildfire in Australia 1023013,,Wildfires,145.4622870619928  -19.433796738112033,11/22/24,19:00:00,18,145.4622870619928, -19.433796738112033
EONET_12075,Wildfire in Benin 1023017,,Wildfires,1.2933157413496095  10.915030925499263,11/22/24,19:00:00,19,1.2933157413496095, 10.915030925499263
EONET_12046,Newsome Ridge 2 Wildfire  Mingo  West Virginia,Between the split of Newsome Ridge and Spruce Fk and Sheep House Knob,Wildfires,-82.297147  37.842495,11/22/24,12:46:00,11,-82.297147, 37.842495
EONET_12038,Wildfire in Australia 1022995,,Wildfires,142.8941569191651  -14.676136157330934,11/21/24,19:00:00,18,142.8941569191651, -14.676136157330934
EONET_12039,Wildfire in Australia 1022997,,Wildfires,142.35940250277594  -18.186810768593325,11/21/24,19:00:00,19,142.35940250277594, -18.186810768593325
EONET_12040,Wildfire in Australia 1022994,,Wildfires,143.38044244094593  -14.746979921020836,11/21/24,19:00:00,19,143.38044244094593, -14.746979921020836
EONET_12064,Wildfire in Australia 1023006,,Wildfires,143.6856828861156  -18.07902842021259,11/21/24,19:00:00,18,143.6856828861156, -18.07902842021259
EONET_12068,Wildfire in Mali 1023011,,Wildfires,-7.629614860645167  14.680242043028302,11/21/24,19:00:00,19,-7.629614860645167, 14.680242043028302
EONET_12073,Wildfire in Sudan 1023014,,Wildfires,31.818724597843083  10.465076145475773,11/21/24,19:00:00,19,31.818724597843083, 10.465076145475773
EONET_12048,RX CALE C-16 Wildfire  Rapides  Louisiana,,Wildfires,-92.61505  31.2363,11/21/24,9:29:00,10,-92.61505, 31.2363
EONET_12047,APQ Recreation Area 1 Rx 1121 Wildfire  Polk  Florida,,Wildfires,-81.391006  27.740791,11/21/24,9:05:00,11,-81.391006, 27.740791
EONET_12033,Wildfire in Iceland 1022991,,Wildfires,-22.37065948356308  63.88807752468611,11/20/24,19:00:00,19,-22.37065948356308, 63.88807752468611
EONET_12041,Wildfire in Australia 1022996,,Wildfires,142.50636128720723  -19.689047091535578,11/20/24,19:00:00,19,142.50636128720723, -19.689047091535578
EONET_12058,Wildfire in Australia 1023004,,Wildfires,143.08040682757823  -16.238549964987,11/20/24,19:00:00,19,143.08040682757823, -16.238549964987
EONET_12065,Wildfire in Australia 1023005,,Wildfires,143.11063756127788  -16.220357147479863,11/20/24,19:00:00,19,143.11063756127788, -16.220357147479863
EONET_12078,Wildfire in Sudan 1023019,,Wildfires,35.327347556070876  12.319594240920347,11/20/24,19:00:00,19,35.327347556070876, 12.319594240920347
EONET_12027,Wildfire in Mali 1022986,,Wildfires,-2.5097499741893987  15.496654674815547,11/19/24,19:00:00,20,-2.5097499741893987, 15.496654674815547
EONET_12059,Wildfire in Burkina Faso 1023000,,Wildfires,0.9411565307110877  11.494306197703226,11/19/24,19:00:00,19,0.9411565307110877, 11.494306197703226
EONET_12043,Butternut Wildfire  Berkshire  Massachusetts,1.5 Miles southeast of Great Barrington  MA,Wildfires,-73.3371156  42.1778861,11/19/24,18:58:00,12,-73.3371156, 42.1778861
EONET_12053,Laurel Fork/Coal Fork Wildfire  Kanawha  West Virginia,In between Coal fork and Laurel fork,Wildfires,-81.454761  38.109199,11/19/24,15:21:00,11,-81.454761, 38.109199
EONET_12042,Thomas Road Wildfire  Albany  New York,1.5 mi SW of Boxford MA with the Boxford State Forest,Wildfires,-73.7566667  42.6527778,11/19/24,8:35:00,12,-73.7566667, 42.6527778
EONET_12060,Wildfire in Burkina Faso 1023002,,Wildfires,0.9377403874812666  11.460263326334495,11/18/24,19:00:00,19,0.9377403874812666, 11.460263326334495
EONET_12066,Wildfire in Brazil 1023009,,Wildfires,-56.86584944,11/18/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_12069,Wildfire in Brazil 1023012,,Wildfires,-54.0884622,11/18/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_12019,BRIDGE BAER IMPLEMENTATION Wildfire  Los Angeles  California,,Wildfires,-117.758  34.2305,11/18/24,15:27:00,9,-117.758, 34.2305
EONET_12018,White Oak Wildfire  Forrest  Mississippi,Bond,Wildfires,-89.309907  30.936563,11/18/24,14:46:00,11,-89.309907, 30.936563
EONET_12022,Wildfire in Australia 1022981,,Wildfires,141.87874241419206  -16.20862626238738,11/17/24,19:00:00,19,141.87874241419206, -16.20862626238738
EONET_12028,Wildfire in Australia 1022987,,Wildfires,143.96828611615334  -18.042938363566964,11/17/24,19:00:00,19,143.96828611615334, -18.042938363566964
EONET_12029,Wildfire in Australia 1022983,,Wildfires,129.95086077416963  -17.81650385983351,11/17/24,19:00:00,19,129.95086077416963, -17.81650385983351
EONET_12034,Wildfire in Mali 1022989,,Wildfires,-2.4864150795096065  15.531261899996093,11/17/24,19:00:00,20,-2.4864150795096065, 15.531261899996093
EONET_12035,Wildfire in Burkina Faso 1022990,,Wildfires,-0.6109609615032287  14.278604051088381,11/17/24,19:00:00,20,-0.6109609615032287, 14.278604051088381
EONET_12036,Wildfire in Australia 1022992,,Wildfires,133.24439915045156  -20.274978899772407,11/16/24,19:00:00,19,133.24439915045156, -20.274978899772407
EONET_12061,Wildfire in Sudan 1022998,,Wildfires,34.99300018873369  12.723797293122,11/16/24,19:00:00,18,34.99300018873369, 12.723797293122
EONET_12021,SEA CPI-1 Rx 1116 Wildfire  Hendry  Florida,,Wildfires,-81.074722  26.285556,11/16/24,8:44:00,11,-81.074722, 26.285556
EONET_12006,Wildfire in Australia 1022970,,Wildfires,135.0552025955031  -17.307422065345403,11/15/24,19:00:00,18,135.0552025955031, -17.307422065345403
EONET_12014,Wildfire in Australia 1022975,,Wildfires,142.30420376003798  -14.915078909433102,11/15/24,19:00:00,19,142.30420376003798, -14.915078909433102
EONET_12015,Wildfire in Australia 1022977,,Wildfires,127.1513512140444  -14.071866486955964,11/15/24,19:00:00,18,127.1513512140444, -14.071866486955964
EONET_12023,Wildfire in Australia 1022978,,Wildfires,148.40291220159315  -20.98569342717179,11/15/24,19:00:00,19,148.40291220159315, -20.98569342717179
EONET_12024,Wildfire in Australia 1022982,,Wildfires,144.0758322855467  -19.24242432418372,11/15/24,19:00:00,18,144.0758322855467, -19.24242432418372
EONET_12025,Wildfire in Australia 1022979,,Wildfires,142.3237550412056  -14.91323875668888,11/15/24,19:00:00,18,142.3237550412056, -14.91323875668888
EONET_12030,Wildfire in Burkina Faso 1022984,,Wildfires,0.8137404243693152  11.585361951325769,11/15/24,19:00:00,19,0.8137404243693152, 11.585361951325769
EONET_12037,Wildfire in Brazil 1022993,,Wildfires,-51.8326713,11/15/24,19:00:00,#VALUE!,#VALUE!,#VALUE!
EONET_12020,Tadra 31 74 RX Wildfire  Bowie  Texas,,Wildfires,-94.422778  33.391667,11/15/24,9:28:00,11,-94.422778, 33.391667
EONET_11976,Wildfire in Australia 1022956,,Wildfires,134.68103140531653  -17.346421242067436,11/14/24,19:00:00,19,134.68103140531653, -17.346421242067436
EONET_12000,Wildfire in Mali 1022964,,Wildfires,-1.9579353567948596  14.737073868472665,11/14/24,19:00:00,20,-1.9579353567948596, 14.737073868472665
EONET_12001,Wildfire in Australia 1022965,,Wildfires,137.3818955248471  -17.97261611577095,11/14/24,19:00:00,18,137.3818955248471, -17.97261611577095
EONET_12007,Wildfire in Australia 1022971,,Wildfires,134.20709995563408  -14.31745591651739,11/14/24,19:00:00,19,134.20709995563408, -14.31745591651739
EONET_12008,Wildfire in Burkina Faso 1022968,,Wildfires,-0.34106904347745515  13.887848587755746,11/14/24,19:00:00,21,-0.34106904347745515, 13.887848587755746
EONET_12009,Wildfire in Burkina Faso 1022969,,Wildfires,1.1178044295566036  11.629560915976601,11/14/24,19:00:00,19,1.1178044295566036, 11.629560915976601
EONET_12016,Wildfire in Australia 1022976,,Wildfires,135.21781453440636  -16.967396896327454,11/14/24,19:00:00,19,135.21781453440636, -16.967396896327454
EONET_12031,Wildfire in Nigeria 1022985,,Wildfires,5.251519190870137  11.814147302270822,11/14/24,19:00:00,18,5.251519190870137, 11.814147302270822
EONET_11977,Wildfire in Australia 1022957,,Wildfires,135.22811219789276  -17.055959360720085,11/13/24,19:00:00,19,135.22811219789276, -17.055959360720085
EONET_11978,Wildfire in Australia 1022958,,Wildfires,139.70487019804162  -19.347148980788724,11/13/24,19:00:00,19,139.70487019804162, -19.347148980788724
EONET_11979,Wildfire in Australia 1022951,,Wildfires,130.14588712258862  -17.522938360890862,11/13/24,19:00:00,19,130.14588712258862, -17.522938360890862
EONET_12002,Wildfire in Australia 1022960,,Wildfires,135.6908794412422  -16.966426921876508,11/13/24,19:00:00,18,135.6908794412422, -16.966426921876508
EONET_12003,Wildfire in Australia 1022961,,Wildfires,134.82497724462866  -17.04235003657651,11/13/24,19:00:00,19,134.82497724462866, -17.04235003657651
EONET_12010,Wildfire in Australia 1022972,,Wildfires,134.9730892703635  -17.039193866013967,11/13/24,19:00:00,18,134.9730892703635, -17.039193866013967
EONET_12026,Wildfire in Australia 1022980,,Wildfires,143.26923185287362  -17.154429169098442,11/13/24,19:00:00,19,143.26923185287362, -17.154429169098442
EONET_12032,Wildfire in Chad 1022988,,Wildfires,19.095192612734625  13.065494745021562,11/13/24,19:00:00,19,19.095192612734625, 13.065494745021562
